title,year,authors,publication_link,author_links,page_number
Twitter and the US stock market: The influence of micro‑bloggers on share prices,2016,,https://pureportal.coventry.ac.uk/en/publications/twitter-and-the-us-stock-market-the-influence-of-microbloggers-on-2,,11
UK consumers’ perceived risk of buying products from emerging economies: A moderated mediation model,2016,,https://pureportal.coventry.ac.uk/en/publications/uk-consumers-perceived-risk-of-buying-products-from-emerging-econ,,11
Value-enhancing learning from industry-wide diversification experience,2016,"Value-enhancing learning from industry-wide diversification experienceNguyen, T. & Cai, C. X.",https://pureportal.coventry.ac.uk/en/publications/value-enhancing-learning-from-industry-wide-diversification-exper,,11
"Welfare spending and quality of growth in developing countries: A note on evidence from Hopefuls, Contenders and Best Performers",2016,,https://pureportal.coventry.ac.uk/en/publications/welfare-spending-and-quality-of-growth-in-developing-countries-a--2,,11
What drives corporate governance quality in emerging African economies? Evidence from Ghana,2016,,https://pureportal.coventry.ac.uk/en/publications/what-drives-corporate-governance-quality-in-emerging-african-econ-4,,11
What Drives Corporate Governance Quality in Emerging African Economies? Evidence from Ghana - Conference Paper,2016,,https://pureportal.coventry.ac.uk/en/publications/what-drives-corporate-governance-quality-in-emerging-african-econ-3,,11
Accounting for corporate environmental responsibility in emerging economies: The case study of Nigeria,2015,Accounting for corporate environmental responsibility in emerging economies: The case study of NigeriaNoah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging-2,,11
A Finance-led Economic System: An ABM Experimentation and Policy Proposals,2015,,https://pureportal.coventry.ac.uk/en/publications/a-finance-led-economic-system-an-abm-experimentation-and-policy-p,,11
ARIMA modelling of Lithuanian house price index,2015,"ARIMA modelling of Lithuanian house price indexJadevicius, A. & Huston",https://pureportal.coventry.ac.uk/en/publications/arima-modelling-of-lithuanian-house-price-index,,11
Board leadership structure for Chinese public listed companies,2015,,https://pureportal.coventry.ac.uk/en/publications/board-leadership-structure-for-chinese-public-listed-companies-2,,11
Bohemianism and urban regeneration: A structured literature review and compte rendu,2015,"Bohemianism and urban regeneration: A structured literature review and compte renduHuston, Wadley",https://pureportal.coventry.ac.uk/en/publications/bohemianism-and-urban-regeneration-a-structured-literature-review,,11
Capitalisation: reflections and practice for project appraisal,2015,,https://pureportal.coventry.ac.uk/en/publications/capitalisation-reflections-and-practice-for-project-appraisal,,11
Challenges Faced by Takaful Initiatives in the UK – The Salaam Insurance Experience,2015,,https://pureportal.coventry.ac.uk/en/publications/challenges-faced-by-takaful-initiatives-in-the-uk-the-salaam-insu,,11
Competitiveness and Determinants of Bank Profitability in Sub-Saharan Africa,2015,Competitiveness and Determinants of Bank Profitability in Sub-Saharan AfricaOino,https://pureportal.coventry.ac.uk/en/publications/competitiveness-and-determinants-of-bank-profitability-in-sub-sah,,11
Compound Interest/Return,2015,Compound Interest/ReturnLuu,https://pureportal.coventry.ac.uk/en/publications/compound-interestreturn,,11
Corporate Governance in China: Uncertainty Rules,2015,"Corporate Governance in China: Uncertainty RulesHolmes, M. & Wong",https://pureportal.coventry.ac.uk/en/publications/corporate-governance-in-china-uncertainty-rules,,11
Corporate social responsibility reporting practices in banking companies in Bangladesh: Impact of Regulatory Changes,2015,"Corporate social responsibility reporting practices in banking companies in Bangladesh: Impact of Regulatory ChangesUllah, H. & Afjalur Rahman",https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-reporting-practices-in-banking-co,,11
Does compliance matter in surveillance of Nigerian banks? A critical examination of the Central Bank of Nigeria code of corporate governance,2015,,https://pureportal.coventry.ac.uk/en/publications/does-compliance-matter-in-surveillance-of-nigerian-banks-a-critic-2,,11
Does Regulatory Environment affect Earnings Management in Transitional Economies? An Empirical Examination of the Financial Reporting Quality of Cross-Listed Firms of China and Hong Kong,2015,,https://pureportal.coventry.ac.uk/en/publications/does-regulatory-environment-affect-earnings-management-in-transit-2,,11
Effects of Exchange Rate Volatility on Tourist Flows into Iceland,2015,"Effects of Exchange Rate Volatility on Tourist Flows into IcelandAgiomirgianakis, Serenis",https://pureportal.coventry.ac.uk/en/publications/effects-of-exchange-rate-volatility-on-tourist-flows-into-iceland-2,,11
"Fatality Sensitivity in Coalition Countries: A Study of British, Polish and Australian Public Opinion on the Iraq War",2015,"Fatality Sensitivity in Coalition Countries: A Study of British, Polish and Australian Public Opinion on the Iraq WarLis",https://pureportal.coventry.ac.uk/en/publications/fatality-sensitivity-in-coalition-countries-a-study-of-british-po,,11
Finance-Growth: Virtuous and Dis-Virtuous Cycles (VDCs) Theory and Empirical Evidence,2015,,https://pureportal.coventry.ac.uk/en/publications/finance-growth-virtuous-and-dis-virtuous-cycles-vdcs-theory-and-e,,11
Financial decisions and market performance: An analysis of China's domestic mergers and acquisitions,2015,"Financial decisions and market performance: An analysis of China's domestic mergers and acquisitionsMuganhu, C. & Liu",https://pureportal.coventry.ac.uk/en/publications/financial-decisions-and-market-performance-an-analysis-of-chinas-,,11
Fluctuations in the Exchange Rate and Aggregate Exports in Ukraine,2015,,https://pureportal.coventry.ac.uk/en/publications/fluctuations-in-the-exchange-rate-and-aggregate-exports-in-ukrain,,11
Forecasting the Jordanian stock index: modelling asymmetric volatility and distribution effects within a GARCH framework,2015,,https://pureportal.coventry.ac.uk/en/publications/forecasting-the-jordanian-stock-index-modelling-asymmetric-volati-2,,11
Foreign aid and governance in Africa,2015,,https://pureportal.coventry.ac.uk/en/publications/foreign-aid-and-governance-in-africa-2,,11
Impact of corporate governance on firm risk,2015,,https://pureportal.coventry.ac.uk/en/publications/impact-of-corporate-governance-on-firm-risk,,11
Industry concentration and the cross-section of stock returns: Evidence from the UK,2015,,https://pureportal.coventry.ac.uk/en/publications/industry-concentration-and-the-cross-section-of-stock-returns-evi,,11
Introduction to accounting: The double-entry bookkeeping system & a case study,2015,"Introduction to accounting: The double-entry bookkeeping system & a case study Faccia, A. & Manni",https://pureportal.coventry.ac.uk/en/publications/introduction-to-accounting-the-double-entry-bookkeeping-system-am,,11
Market reaction to the positiveness of annual report narratives,2015,"Market reaction to the positiveness of annual report narrativesYekini, L. S., Wisniewski",https://pureportal.coventry.ac.uk/en/publications/market-reaction-to-the-positiveness-of-annual-report-narratives-2,,11
Microfinance and Poverty Reduction: The Case Study of Selected Institutions in the Greater Accra Region of Ghana,2015,,https://pureportal.coventry.ac.uk/en/publications/microfinance-and-poverty-reduction-the-case-study-of-selected-ins,,11
Monetary and debt-concerned fiscal policies interaction in monetary unions,2015,,https://pureportal.coventry.ac.uk/en/publications/monetary-and-debt-concerned-fiscal-policies-interaction-in-moneta,,11
Mortgage,2015,,https://pureportal.coventry.ac.uk/en/publications/mortgage,,11
"Organizational customer orientation, employee customer orientation and employee job performance: the moderating role of openness to experience",2015,,https://pureportal.coventry.ac.uk/en/publications/organizational-customer-orientation-employee-customer-orientation-2,,11
Paraconsistent games and the limits of rational self-interest,2015,"Paraconsistent games and the limits of rational self-interestDaynes, Andrikopoulos",https://pureportal.coventry.ac.uk/en/publications/paraconsistent-games-and-the-limits-of-rational-self-interest-2,,12
"Personalisation of power, neoliberalism and the production of corruption",2015,"Personalisation of power, neoliberalism and the production of corruptionAhmad Khair, A. H.",https://pureportal.coventry.ac.uk/en/publications/personalisation-of-power-neoliberalism-and-the-production-of-corr,,12
Real Estate,2015,,https://pureportal.coventry.ac.uk/en/publications/real-estate,,12
Reestablishing stability and avoiding a credit crunch: Comparing different bad bank schemes,2015,,https://pureportal.coventry.ac.uk/en/publications/reestablishing-stability-and-avoiding-a-credit-crunch-comparing-d,,12
Re-Examining the Financial Deepening-Growth Nexus: A Time-Series Evidence of the Nigerian Economy from 1961 to 2013,2015,Re-Examining the Financial Deepening-Growth Nexus: A Time-Series Evidence of the Nigerian Economy from 19,https://pureportal.coventry.ac.uk/en/publications/re-examining-the-financial-deepening-growth-nexus-a-time-series-e,,12
Retirement,2015,,https://pureportal.coventry.ac.uk/en/publications/retirement,,12
"'Smart' sustainable urban regeneration: Institutions, quality and financial innovation",2015,,https://pureportal.coventry.ac.uk/en/publications/smart-sustainable-urban-regeneration-institutions-quality-and-fin,,12
Stock market returns and the content of annual report narratives,2015,,https://pureportal.coventry.ac.uk/en/publications/stock-market-returns-and-the-content-of-annual-report-narratives-2,,12
Telling it straight — Mark Carney splits opinion,2015,Telling it straight — Mark Carney splits opinionAdesina,https://pureportal.coventry.ac.uk/en/publications/telling-it-straight-mark-carney-splits-opinion,,12
Testing the Weak-form Efficiency of Stock Markets: A Comparative Study of Emerging and Industrialised Economies,2015,,https://pureportal.coventry.ac.uk/en/publications/testing-the-weak-form-efficiency-of-stock-markets-a-comparative-s,,12
The consequences of a refund in threshold public good games,2015,,https://pureportal.coventry.ac.uk/en/publications/the-consequences-of-a-refund-in-threshold-public-good-games,,12
The Corporate Social Responsibility of Accounting Firms: A Comparison Study between China and South Africa,2015,,https://pureportal.coventry.ac.uk/en/publications/the-corporate-social-responsibility-of-accounting-firms-a-compari,,12
The credit signals that matter most for sovereign bond spreads with split rating,2015,,https://pureportal.coventry.ac.uk/en/publications/the-credit-signals-that-matter-most-for-sovereign-bond-spreads-wi,,12
The duration analysis of structural breaks: is stability destabilizing?,2015,,https://pureportal.coventry.ac.uk/en/publications/the-duration-analysis-of-structural-breaks-is-stability-destabili-2,,12
The economy wide impact of HIV/AIDS and the funding dilemma in Africa: Evidence from a dynamic life cycle horizon of Uganda,2015,,https://pureportal.coventry.ac.uk/en/publications/the-economy-wide-impact-of-hivaids-and-the-funding-dilemma-in-afr,,12
"The effects of exchange rate volatility on sectoral exports evidence from Sweden, UK, and Germany",2015,,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-sectoral-exports-evide-2,,12
The Effects of Exchange Rate Volatility On Tourist Flows: Evidence From The UK And Sweden,2015,,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-tourist-flows-evidence-2,,12
The impact of profitability on capital structure and speed of adjustment: An empirical examination of selected firms in Nigerian Stock Exchange,2015,"The impact of profitability on capital structure and speed of adjustment: An empirical examination of selected firms in Nigerian Stock ExchangeOino, I. & Ukaegbu",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profitability-on-capital-structure-and-speed-of-adj,,12
The Incremental Effect of Education on Corruption: Evidence of Synergy from Lifelong Learning,2015,,https://pureportal.coventry.ac.uk/en/publications/the-incremental-effect-of-education-on-corruption-evidence-of-syn-2,,12
The late 1970s to 1980s: Economic Problems and the United States,2015,,https://pureportal.coventry.ac.uk/en/publications/the-late-1970s-to-1980s-economic-problems-and-the-united-states,,12
The Management of Refinancing Risk in Islamic Banks,2015,The Management of Refinancing Risk in Islamic BanksBaldwin,https://pureportal.coventry.ac.uk/en/publications/the-management-of-refinancing-risk-in-islamic-banks-2,,12
Time Varying Correlation between Islamic Equity and Commodity Returns: Implications for Portfolio Diversification,2015,,https://pureportal.coventry.ac.uk/en/publications/time-varying-correlation-between-islamic-equity-and-commodity-ret,,12
Accounting for corporate environmental (CER) in emerging economies: The case study of Nigeria,2014,Accounting for corporate environmental (CER) in emerging economies: The case study of NigeriaNoah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-cer-in-emerging-economies-,,12
A model of the Eurosystem's operational framework and the euro overnight interbank market,2014,"A model of the Eurosystem's operational framework and the euro overnight interbank marketHauck, A. & Neyer",https://pureportal.coventry.ac.uk/en/publications/a-model-of-the-eurosystems-operational-framework-and-the-euro-ove,,12
Are Islamic Equity Indices More Efficient Than Their Conventional Counterparts? Evidence From Major Global Index Families,2014,"Are Islamic Equity Indices More Efficient Than Their Conventional Counterparts? Evidence From Major Global Index FamiliesKabir, Khamlichi",https://pureportal.coventry.ac.uk/en/publications/are-islamic-equity-indices-more-efficient-than-their-conventional,,12
"Bank capital regulation, loan contracts, and corporate investment",2014,"Bank capital regulation, loan contracts, and corporate investmentHauck",https://pureportal.coventry.ac.uk/en/publications/bank-capital-regulation-loan-contracts-and-corporate-investment,,12
Business Case for Corporate Social Responsibility In Emerging Economies? An Exploratory Empirical Study of The South African Business Context.,2014,,https://pureportal.coventry.ac.uk/en/publications/business-case-for-corporate-social-responsibility-in-emerging-eco,,12
Can FDI be a Panacea for Unemployment? The Turkish Case,2014,"Can FDI be a Panacea for Unemployment? The Turkish CaseHisarciklilar, Gültekin-Karakaş",https://pureportal.coventry.ac.uk/en/publications/can-fdi-be-a-panacea-for-unemployment-the-turkish-case,,12
Corporate governance: Brazilian specifics,2014,,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-brazilian-specifics,,12
Detecting Asset Misappropriation: A Framework for External Auditors,2014,,https://pureportal.coventry.ac.uk/en/publications/detecting-asset-misappropriation-a-framework-for-external-auditor,,12
Disagreement between rating agencies and bond opacity: A theoretical perspective,2014,"Disagreement between rating agencies and bond opacity: A theoretical perspectiveHauck, A. & Neyer",https://pureportal.coventry.ac.uk/en/publications/disagreement-between-rating-agencies-and-bond-opacity-a-theoretic,,12
Does Exchange Rate Variation Effect African Trade Flows?,2014,"Does Exchange Rate Variation Effect African Trade Flows?Serenis, D. & Tsounis",https://pureportal.coventry.ac.uk/en/publications/does-exchange-rate-variation-effect-african-trade-flows-2,,12
Does Mood Explain the Monday Effect?,2014,,https://pureportal.coventry.ac.uk/en/publications/does-mood-explain-the-monday-effect,,12
Effects of Changing Weather Patterns on the Trade of Major Food Crops,2014,,https://pureportal.coventry.ac.uk/en/publications/effects-of-changing-weather-patterns-on-the-trade-of-major-food-c,,12
"Employee Productivity, Employment Growth, and the Cross‐Border Acquisitions by Emerging Market Firms",2014,"Employee Productivity, Employment Growth, and the Cross‐Border Acquisitions by Emerging Market FirmsAtaullah",https://pureportal.coventry.ac.uk/en/publications/employee-productivity-employment-growth-and-the-crossborder-acqui,,12
Environmental Regulation and Location of Industrialized Agricultural Production in Europe,2014,"Environmental Regulation and Location of Industrialized Agricultural Production in EuropeMulatu, A. & Wossink",https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-location-of-industrialized-agricultu-2,,12
Exchange Rate Volatility and Aggregate Exports: Evidence from Two Small Countries,2014,,https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-aggregate-exports-evidence-from-two--2,,12
Exchange Rate Volatility and Tourist Flows into Turkey,2014,"Exchange Rate Volatility and Tourist Flows into TurkeyAgiomirgianakis, Serenis",https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-tourist-flows-into-turkey-2,,12
Expansionary Fiscal Consolidations: Theoretical Underpinnings and their Implications for the Eurozone,2014,"Expansionary Fiscal Consolidations: Theoretical Underpinnings and their Implications for the EurozoneForesti, P. & Marani",https://pureportal.coventry.ac.uk/en/publications/expansionary-fiscal-consolidations-theoretical-underpinnings-and-,,12
Finance and Growth: Modern Interpretations of the Thoughts of Schumpeter,2014,,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-modern-interpretations-of-the-thoughts-of-schu,,12
How do Heterogeneous Beliefs drive the Cross-Section of Stock Return Volatilities and Correlations and Turnover Volatilities,2014,,https://pureportal.coventry.ac.uk/en/publications/how-do-heterogeneous-beliefs-drive-the-cross-section-of-stock-ret,,12
Identifying Causes for the Failure of Salaam Halal Insurance,2014,,https://pureportal.coventry.ac.uk/en/publications/identifying-causes-for-the-failure-of-salaam-halal-insurance,,12
"Interest Rates, Target Markets and Sustainability in Microfinance",2014,,https://pureportal.coventry.ac.uk/en/publications/interest-rates-target-markets-and-sustainability-in-microfinance-2,,12
Investor induced contagion during the banking and European sovereign debt crisis of 2007-2012: wealth effect or portfolio rebalancing?,2014,,https://pureportal.coventry.ac.uk/en/publications/investor-induced-contagion-during-the-banking-and-european-sovere,,12
Is Domestic Stock Price Cointegrated with Exchange rate and Foreign Stock Price? Evidence from Malaysia,2014,,https://pureportal.coventry.ac.uk/en/publications/is-domestic-stock-price-cointegrated-with-exchange-rate-and-forei,,12
Islamic Equity Indices: Insight and Comparison with Conventional Counterparts,2014,"Islamic Equity Indices: Insight and Comparison with Conventional CounterpartsKabir, Khamlichi",https://pureportal.coventry.ac.uk/en/publications/islamic-equity-indices-insight-and-comparison-with-conventional-c,,12
Mergers and acquisitions and cash payments: Evidence from China,2014,,https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-and-cash-payments-evidence-from-china,,12
"Perceptions among South African professional accounting students of self, job attractiveness and academic reputation",2014,,https://pureportal.coventry.ac.uk/en/publications/perceptions-among-south-african-professional-accounting-students-,,12
Political uncertainty and stock market volatility in the Middle East and North African (MENA) countries,2014,"Political uncertainty and stock market volatility in the Middle East and North African (MENA) countriesChau, Deesomsak",https://pureportal.coventry.ac.uk/en/publications/political-uncertainty-and-stock-market-volatility-in-the-middle-e-2,,12
Residential Electricity Pricing in China,2014,,https://pureportal.coventry.ac.uk/en/publications/residential-electricity-pricing-in-china,,12
Shari’ah compliance in Islamic banking: An empirical study on selected Islamic banks in Bangladesh,2014,Shari’ah compliance in Islamic banking: An empirical study on selected Islamic banks in BangladeshUllah,https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-in-islamic-banking-an-empirical-study-on-selec,,13
Social interaction,2014,,https://pureportal.coventry.ac.uk/en/publications/social-interaction,,13
Stock liquidity and capital allocation efficiency: Evidence from Chinese listed companies,2014,,https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-capital-allocation-efficiency-evidence-from-c,,13
Stock Price and Volume Effects Associated with Changes in the Composition of the FTSE Bursa Malaysian KLCI,2014,"Stock Price and Volume Effects Associated with Changes in the Composition of the FTSE Bursa Malaysian KLCIAzevedo, Abd Karim",https://pureportal.coventry.ac.uk/en/publications/stock-price-and-volume-effects-associated-with-changes-in-the-com,,13
The determinants of capital structure: A comparison of financial and non-financial firms in a regulated developing country–Nigeria,2014,"The determinants of capital structure: A comparison of financial and non-financial firms in a regulated developing country–NigeriaOino, I. & Ukaegbu",https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-capital-structure-a-comparison-of-financial-a,,13
The impact of foreign bank entry on domestic banking in a developing country the Kenyan perspective,2014,"The impact of foreign bank entry on domestic banking in a developing country the Kenyan perspectiveOino, I. & Ukaegbu",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-bank-entry-on-domestic-banking-in-a-develop,,13
THE IMPACT OF THE HELLENIC OPEN UNIVERISTY ON REGIONAL DEVELOPMENT,2014,,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-hellenic-open-univeristy-on-regional-developmen-2,,13
The macroeconomic and environmental determinants of private equity in emerging Asia market: The application of extreme bounds analysis,2014,The macroeconomic and environmental determinants of private equity in emerging Asia market: The application of extreme bounds analysisOino,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-and-environmental-determinants-of-private-equit,,13
"The Rate of Profit, Financialisation and Economic Growth: A theoretical and empirical investigation of the Nigerian Economy",2014,,https://pureportal.coventry.ac.uk/en/publications/the-rate-of-profit-financialisation-and-economic-growth-a-theoret,,13
Understanding Commercial Property Cycles in the UK: Smoothing and Volatility,2014,,https://pureportal.coventry.ac.uk/en/publications/understanding-commercial-property-cycles-in-the-uk-smoothing-and-,,13
"""Virtuous"" To ""Bad"" Cycles in the Finance-Growth Relationship",2014,,https://pureportal.coventry.ac.uk/en/publications/virtuous-to-bad-cycles-in-the-finance-growth-relationship,,13
‘I have no idea of British humour’: How 39 Chinese students accounted for their incomprehension of humour in British academic lectures,2014,,https://pureportal.coventry.ac.uk/en/publications/i-have-no-idea-of-british-humour-how-39-chinese-students-accounte,,13
Accounting for corporate environmental responsibility in emerging economies: The study from Nigeria,2013,Accounting for corporate environmental responsibility in emerging economies: The study from NigeriaNoah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging,,13
An Analysis of the Response to Corporate Unbundling Announcements on the Johannesburg Security Exchange,2013,,https://pureportal.coventry.ac.uk/en/publications/an-analysis-of-the-response-to-corporate-unbundling-announcements,,13
A prospect of making a difference? Management’s ethical freedom in corporate social responsibility utilizations:A conceptual model,2013,,https://pureportal.coventry.ac.uk/en/publications/a-prospect-of-making-a-difference-managements-ethical-freedom-in-,,13
"Armed Conflict, Terrorism, and the Allocation of Foreign Aid",2013,,https://pureportal.coventry.ac.uk/en/publications/armed-conflict-terrorism-and-the-allocation-of-foreign-aid,,13
Do company directors underestimate the adoption of corporate governance provisions? A survey approach.,2013,"Do company directors underestimate the adoption of corporate governance provisions? A survey approach.Owusu, A. & Weir",https://pureportal.coventry.ac.uk/en/publications/do-company-directors-underestimate-the-adoption-of-corporate-gove,,13
"Dono, Mercati e Innovazione: la virtù di una sana crescita economica",2013,,https://pureportal.coventry.ac.uk/en/publications/dono-mercati-e-innovazione-la-virt%C3%B9-di-una-sana-crescita-economic,,13
Ensuring sustainable corporate governance and financial reporting: essential tools for improved user confidence,2013,"Ensuring sustainable corporate governance and financial reporting: essential tools for improved user confidenceNoah, A. & Oladele",https://pureportal.coventry.ac.uk/en/publications/ensuring-sustainable-corporate-governance-and-financial-reporting,,13
Evaluating Public Confidence in Policing Services; A New Decision Support Tool,2013,,https://pureportal.coventry.ac.uk/en/publications/evaluating-public-confidence-in-policing-services-a-new-decision-,,13
Finance and Growth: Understanding the Switch from “Virtuous” To “Bad” Cycles in the Finance-Growth Relationship,2013,,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-understanding-the-switch-from-virtuous-to-bad-,,13
Future cites: learning from antiquity,2013,,https://pureportal.coventry.ac.uk/en/publications/future-cites-learning-from-antiquity,,13
International Portfolio Diversification and the 2007 Financial Crisis,2013,,https://pureportal.coventry.ac.uk/en/publications/international-portfolio-diversification-and-the-2007-financial-cr,,13
Mimetic isomorphism and decoupling: Legitimacy theory as an explanation for Matric pass rates.,2013,,https://pureportal.coventry.ac.uk/en/publications/mimetic-isomorphism-and-decoupling-legitimacy-theory-as-an-explan,,13
Modelling Long-run Money Demand: A Panel Data Analysis on Nine Developed Economies,2013,,https://pureportal.coventry.ac.uk/en/publications/modelling-long-run-money-demand-a-panel-data-analysis-on-nine-dev,,13
On the prisoner's dilemma in R&D with input spillovers and incentives for R&D cooperation,2013,,https://pureportal.coventry.ac.uk/en/publications/on-the-prisoners-dilemma-in-rampd-with-input-spillovers-and-incen,,13
Policy proposal on Finance and Growth Relationship: Understanding the switch from ‘Virtuous’ to ‘Bad’ Cycles,2013,,https://pureportal.coventry.ac.uk/en/publications/policy-proposal-on-finance-and-growth-relationship-understanding-,,13
Presentation in the international workshop on economic sciences with heterogeneous interacting agents (WEHIA),2013,Presentation in the international workshop on economic sciences with heterogeneous interacting agents (WEHIA)Lauretta,https://pureportal.coventry.ac.uk/en/publications/presentation-in-the-international-workshop-on-economic-sciences-w,,13
Protection of [Dis] Information Bill,2013,,https://pureportal.coventry.ac.uk/en/publications/protection-of-dis-information-bill,,13
State ownership and firm performance: Empirical evidence from Chinese listed companies,2013,,https://pureportal.coventry.ac.uk/en/publications/state-ownership-and-firm-performance-empirical-evidence-from-chin-2,,13
The effects of strikes in the South African gold mining industry on shareholder value,2013,The effects of strikes in the South African gold mining industry on shareholder valueJoosub,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-strikes-in-the-south-african-gold-mining-industry-,,13
"The Good, the bad and the ugly: Does attending accounting lectures affect academic performance?.",2013,,https://pureportal.coventry.ac.uk/en/publications/the-good-the-bad-and-the-ugly-does-attending-accounting-lectures-,,13
Türkiye'de sanayileşmenin bir bileşeni olarak doğrudan yabancı yatırım ve dış ticaret ilişkisi,2013,,https://pureportal.coventry.ac.uk/en/publications/t%C3%BCrkiyede-sanayile%C5%9Fmenin-bir-bile%C5%9Feni-olarak-do%C4%9Frudan-yabanc%C4%B1-yat,,13
Values constraints to knowledge and learning as research productivity: an exploratory study of university academics,2013,,https://pureportal.coventry.ac.uk/en/publications/values-constraints-to-knowledge-and-learning-as-research-producti,,13
Video Recorded Lectures Enhancing the Student Learning Experience,2013,,https://pureportal.coventry.ac.uk/en/publications/video-recorded-lectures-enhancing-the-student-learning-experience,,13
A disclosure matrix for measuring the quality of corporate online reporting,2012,,https://pureportal.coventry.ac.uk/en/publications/a-disclosure-matrix-for-measuring-the-quality-of-corporate-online,,13
De-risking transport-oriented development regeneration,2012,"De-risking transport-oriented development regenerationHuston, Darchen",https://pureportal.coventry.ac.uk/en/publications/de-risking-transport-oriented-development-regeneration,,13
Earnings Management and Financial Reporting Fraud: Can External Auditors Spot the Difference?,2012,,https://pureportal.coventry.ac.uk/en/publications/earnings-management-and-financial-reporting-fraud-can-external-au,,13
Effects of Perceptions of Actual and Expected Corporate Social Performance on Propensity to Purchase: interrogating the Business Case Strategy,2012,,https://pureportal.coventry.ac.uk/en/publications/effects-of-perceptions-of-actual-and-expected-corporate-social-pe,,13
Financial Reporting Fraud: Are External Auditors and Standards’ Setters Doing Enough?,2012,,https://pureportal.coventry.ac.uk/en/publications/financial-reporting-fraud-are-external-auditors-and-standards-set,,13
Il Sistema Democratico E Politico Come È E Come Dovrebbe Essere,2012,,https://pureportal.coventry.ac.uk/en/publications/il-sistema-democratico-e-politico-come-%C3%A8-e-come-dovrebbe-essere,,13
Innovation as a determinant of service excellence in banking,2012,,https://pureportal.coventry.ac.uk/en/publications/innovation-as-a-determinant-of-service-excellence-in-banking,,13
Parks as business opportunities and development strategies,2012,"Parks as business opportunities and development strategies Mani, Hosseini",https://pureportal.coventry.ac.uk/en/publications/parks-as-business-opportunities-and-development-strategies,,13
"Student Aspiration Factors, University Reputation and the Entry Standards to UK Universities",2012,"Student Aspiration Factors, University Reputation and the Entry Standards to UK UniversitiesMassoud, H. & Ayoubi",https://pureportal.coventry.ac.uk/en/publications/student-aspiration-factors-university-reputation-and-the-entry-st,,13
The effectiveness of film in experiential learning: An investigation of university accounting students understanding of key auditing control concepts,2012,,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-film-in-experiential-learning-an-investigati,,13
The New Fraud Triangle Model,2012,,https://pureportal.coventry.ac.uk/en/publications/the-new-fraud-triangle-model,,13
"What do students learn from a classroom experiment: Not much, unless they write a report on it",2012,,https://pureportal.coventry.ac.uk/en/publications/what-do-students-learn-from-a-classroom-experiment-not-much-unles,,13
Auditor independence and reforms of non-audit services: Evidence from the UK,2011,"Auditor independence and reforms of non-audit services: Evidence from the UKTurley, Islam",https://pureportal.coventry.ac.uk/en/publications/auditor-independence-and-reforms-of-non-audit-services-evidence-f,,13
"Corruption, inflation and growth",2011,,https://pureportal.coventry.ac.uk/en/publications/corruption-inflation-and-growth,,13
Disease in Eldorado,2011,Disease in EldoradoHuston,https://pureportal.coventry.ac.uk/en/publications/disease-in-eldorado,,13
I beni culturali e la creatività artistica come attrattori turistici. Il caso Zeffirelli per l’arena di Verona,2011,I beni culturali e la creatività artistica come attrattori turistici. Il caso Zeffirelli per l’arena di VeronaLauretta,https://pureportal.coventry.ac.uk/en/publications/i-beni-culturali-e-la-creativit%C3%A0-artistica-come-attrattori-turist,,14
Impact of Selected Historical Events on the Income-Based Distribution of Terrorism. From the Rise of Fundamentalist Terrorism to the Iraq War,2011,Impact of Selected Historical Events on the Income-Based Distribution of Terrorism. From the Rise of Fundamentalist Terrorism to the Iraq WarLis,https://pureportal.coventry.ac.uk/en/publications/impact-of-selected-historical-events-on-the-income-based-distribu,,14
L’impatto delle produzioni cinematografiche sul turismo: Il caso del commissario Montalbano per la provincia di Ragusa,2011,,https://pureportal.coventry.ac.uk/en/publications/limpatto-delle-produzioni-cinematografiche-sul-turismo-il-caso-de,,14
